,Home Team,Away Team,game_date,Winner,reb_home,reb_away,Home Team Streak,Away Team Streak,fg_pct_home Rolling Avg,fg_pct_away Rolling Avg,fg3_pct_home Rolling Avg,fg3_pct_away Rolling Avg,ft_pct_home Rolling Avg,ft_pct_away Rolling Avg,reb_home Rolling Avg,reb_away Rolling Avg,ast_home Rolling Avg,ast_away Rolling Avg,stl_home Rolling Avg,stl_away Rolling Avg,blk_home Rolling Avg,blk_away Rolling Avg,tov_home Rolling Avg,tov_away Rolling Avg,plus_minus_home Rolling Avg,plus_minus_away Rolling Avg
121,LAL,UTA,11/4/2022,UTA,40,48,2.0,0.0,0.4488,0.4586,0.294,0.3428,0.7724,0.7762,49.8,42.6,25.0,27.2,7.2,8.4,6.2,5.2,15.2,15.8,-1.6,1.2
122,BOS,CHI,11/4/2022,BOS,39,37,0.0,1.0,0.446,0.45780000000000004,0.37760000000000005,0.41459999999999997,0.876,0.8736,43.0,44.2,26.6,24.8,5.6,8.8,5.8,4.8,13.2,15.8,-0.8,6.4
123,MIN,MIL,11/4/2022,MIL,47,51,0.0,6.0,0.46699999999999997,0.44420000000000004,0.3382,0.2988,0.7484,0.771,43.2,53.0,26.6,22.4,9.0,9.2,6.0,7.0,14.4,14.0,-1.2,11.4
124,MEM,CHA,11/4/2022,MEM,60,41,0.0,0.0,0.4944,0.4408,0.40679999999999994,0.34659999999999996,0.7184,0.6484,43.8,45.8,22.8,27.4,7.6,7.4,4.0,5.8,14.8,15.6,2.6,-8.2
125,PHX,POR,11/4/2022,POR,39,42,4.0,0.0,0.4984,0.4782,0.3538,0.3832,0.8294,0.7714000000000001,42.8,45.2,30.6,23.8,7.6,6.4,6.0,4.8,12.4,16.8,16.6,3.0
126,NOP,GSW,11/4/2022,NOP,37,29,0.0,0.0,0.4896,0.4686,0.3764,0.3606,0.7485999999999999,0.8018000000000001,41.0,43.4,29.4,29.2,8.8,6.6,3.2,4.0,14.4,16.0,1.2,-3.2
127,DAL,TOR,11/4/2022,DAL,31,44,2.0,1.0,0.48,0.47300000000000003,0.3222,0.3874,0.7112,0.7948000000000001,39.4,46.0,19.0,26.0,8.6,10.6,3.8,6.2,12.4,11.2,1.6,13.8
128,IND,MIA,11/4/2022,IND,42,42,0.0,2.0,0.45099999999999996,0.465,0.3944,0.3638,0.8051999999999999,0.869,43.4,39.2,28.4,27.2,6.0,9.6,5.8,3.6,16.6,13.0,-3.4,2.4
129,PHI,NYK,11/4/2022,NYK,44,50,0.0,0.0,0.5084000000000001,0.45920000000000005,0.45519999999999994,0.331,0.7615999999999999,0.7043999999999999,37.0,49.4,26.6,23.6,8.4,6.0,3.6,6.0,13.8,14.8,2.8,-4.2
130,DET,CLE,11/4/2022,CLE,34,47,0.0,4.0,0.4476,0.4478,0.3424,0.3792,0.8366,0.7958000000000001,41.4,45.4,20.4,23.8,5.2,6.0,3.8,3.8,14.8,13.4,-8.4,8.8
131,MIN,HOU,11/5/2022,MIN,36,33,0.0,0.0,0.46340000000000003,0.4104,0.3402,0.3084,0.718,0.7814,42.6,46.2,26.2,18.8,8.0,8.4,5.8,4.4,14.4,17.0,-2.0,-9.4
132,ATL,NOP,11/5/2022,ATL,50,59,0.0,1.0,0.48319999999999996,0.49660000000000004,0.3916,0.4,0.7856,0.732,44.2,39.4,25.6,28.2,5.6,9.2,6.0,2.4,11.8,14.2,0.8,3.2
133,MIL,OKC,11/5/2022,MIL,55,38,6.0,0.0,0.45199999999999996,0.46579999999999994,0.3326,0.2562,0.7333999999999999,0.7972,52.4,43.8,24.0,23.6,9.0,10.6,5.0,6.4,12.8,12.0,11.8,4.8
134,NYK,BOS,11/5/2022,BOS,44,34,0.0,1.0,0.45940000000000003,0.44820000000000004,0.3262,0.3548,0.7308,0.876,49.4,43.4,23.6,26.6,5.6,5.6,7.0,6.0,16.4,14.4,-6.4,-1.2
135,ORL,SAC,11/5/2022,SAC,48,36,1.0,0.0,0.47380000000000005,0.48339999999999994,0.33540000000000003,0.35419999999999996,0.7902,0.8112,46.6,43.0,21.4,28.2,6.4,5.6,6.4,3.4,17.0,16.2,-1.4,-2.0
136,CHA,BKN,11/5/2022,BKN,50,41,0.0,0.0,0.41859999999999997,0.5084000000000001,0.32199999999999995,0.3888,0.6762,0.8816,45.6,40.8,25.6,26.8,7.8,7.8,6.2,7.6,16.2,14.2,-13.8,5.4
137,DEN,SAS,11/5/2022,DEN,47,28,0.0,0.0,0.4748,0.4556,0.41340000000000005,0.3956,0.725,0.778,49.0,43.2,27.2,30.0,5.2,5.8,4.0,4.0,12.0,18.6,0.6,-9.6
138,PHX,POR,11/5/2022,PHX,44,40,0.0,0.0,0.4928,0.49139999999999995,0.36479999999999996,0.3962,0.8364,0.7684,40.8,43.2,30.0,26.0,8.2,6.4,6.2,4.4,13.2,16.6,12.8,3.0
139,LAC,UTA,11/6/2022,UTA,32,42,1.0,0.0,0.4788,0.47519999999999996,0.3344,0.37,0.7138,0.8228,43.2,41.6,22.8,27.8,6.4,7.8,6.4,4.8,16.0,14.2,-2.4,2.4
140,TOR,CHI,11/6/2022,TOR,52,46,0.0,0.0,0.48260000000000003,0.4626,0.3646,0.3866,0.8028000000000001,0.8662000000000001,44.4,42.8,25.6,22.2,11.4,8.4,5.8,4.8,12.6,15.6,12.0,2.6
141,LAL,CLE,11/6/2022,CLE,43,48,0.0,4.0,0.45599999999999996,0.471,0.3422,0.385,0.791,0.7824,49.8,45.2,24.2,26.0,6.6,5.0,5.6,5.4,14.8,14.6,-4.0,11.6
142,MEM,WAS,11/6/2022,MEM,50,49,1.0,0.0,0.49640000000000006,0.45439999999999997,0.40140000000000003,0.2984,0.7192000000000001,0.8203999999999999,48.2,42.4,25.4,22.8,7.4,5.2,5.4,5.0,16.8,12.0,6.8,-13.4
143,DAL,BKN,11/7/2022,DAL,41,34,3.0,0.0,0.4812,0.4946,0.3312,0.3868,0.7376,0.8834,38.2,40.0,20.0,27.4,9.4,7.4,3.4,8.4,13.8,13.4,2.2,7.0
144,SAS,DEN,11/7/2022,DEN,38,40,0.0,1.0,0.4626,0.4976,0.38680000000000003,0.4394,0.712,0.7108000000000001,40.6,50.8,28.8,29.0,6.2,6.4,4.2,3.8,18.4,14.0,-12.2,10.6
145,GSW,SAC,11/7/2022,GSW,48,43,0.0,0.0,0.46719999999999995,0.4904,0.3574,0.378,0.8124,0.782,39.2,40.0,27.8,26.8,7.2,4.6,3.8,3.8,16.4,15.8,-7.6,-0.4
146,PHI,PHX,11/7/2022,PHI,48,37,0.0,1.0,0.4828,0.476,0.4218,0.3554,0.7868,0.8215999999999999,39.0,40.0,26.2,28.2,9.6,8.0,4.8,8.2,14.2,13.2,4.4,11.0
147,MIN,NYK,11/7/2022,NYK,39,43,1.0,0.0,0.45599999999999996,0.4544,0.3136,0.3342,0.753,0.7455999999999999,43.8,49.0,26.4,22.8,8.4,5.8,5.6,5.6,15.8,16.0,-2.0,-10.0
148,MIA,POR,11/7/2022,POR,32,37,0.0,0.0,0.4404,0.4518,0.3412,0.3982,0.9006000000000001,0.745,38.4,42.2,23.8,25.8,9.0,6.8,3.6,4.6,13.2,18.2,-2.2,-6.0
149,CHA,WAS,11/7/2022,WAS,45,47,0.0,0.0,0.4162,0.4444,0.3308,0.25739999999999996,0.682,0.7962,46.2,44.6,25.8,22.8,7.8,5.2,6.6,5.4,16.2,11.4,-10.6,-12.6
150,IND,NOP,11/7/2022,IND,45,43,1.0,0.0,0.45919999999999994,0.4678,0.40140000000000003,0.372,0.779,0.7304,42.4,46.0,28.6,27.8,6.8,9.4,6.0,3.0,17.8,14.6,-0.2,2.2
151,UTA,LAL,11/7/2022,UTA,41,33,0.0,0.0,0.485,0.45919999999999994,0.39380000000000004,0.348,0.8573999999999999,0.7676000000000001,42.4,49.0,26.6,24.0,7.4,5.8,4.0,5.6,16.4,15.4,7.2,-4.6
152,ORL,HOU,11/7/2022,HOU,37,40,0.0,0.0,0.496,0.429,0.3202,0.3376,0.8278000000000001,0.7668,47.6,43.0,23.0,20.4,6.8,9.0,6.0,4.0,17.2,17.8,0.2,-10.2
153,MEM,BOS,11/7/2022,BOS,45,45,2.0,1.0,0.4756,0.48100000000000004,0.3786,0.3856,0.7348,0.9094,49.6,41.2,24.0,27.4,8.0,5.6,5.2,5.0,16.2,14.8,5.0,5.4
154,ATL,MIL,11/7/2022,ATL,48,41,1.0,7.0,0.47539999999999993,0.45940000000000003,0.36879999999999996,0.3472,0.7936,0.7468,45.0,51.4,26.8,24.0,6.8,8.8,5.2,4.6,12.0,15.2,0.4,12.4
155,CHI,TOR,11/7/2022,CHI,49,31,0.0,1.0,0.4586,0.4584,0.3922,0.3322,0.8737999999999999,0.7956,43.6,47.0,23.6,24.8,6.8,11.8,6.2,6.8,16.4,12.6,1.8,11.8
156,DET,OKC,11/7/2022,DET,58,46,0.0,0.0,0.4298,0.47519999999999996,0.325,0.2982,0.8736,0.7622,40.2,39.4,19.0,24.2,6.4,9.4,3.8,5.4,15.8,14.0,-12.2,-0.8
157,LAC,CLE,11/7/2022,LAC,31,48,0.0,4.0,0.4702,0.47620000000000007,0.3186,0.37439999999999996,0.6923999999999999,0.8202,40.8,46.2,23.0,24.8,7.4,5.2,5.8,6.0,14.8,14.8,-2.4,12.2
158,ATL,UTA,11/9/2022,UTA,54,47,2.0,1.0,0.45499999999999996,0.4932,0.3618,0.3916,0.8028000000000001,0.8619999999999999,45.6,43.8,25.2,26.6,8.0,7.8,4.2,4.2,13.0,15.4,-0.6,11.6
159,LAC,LAL,11/9/2022,LAC,41,43,1.0,0.0,0.48760000000000003,0.47359999999999997,0.3516,0.361,0.7266,0.8068,39.2,44.6,22.0,23.0,8.4,5.6,5.0,5.6,13.6,14.2,2.2,-7.4
160,CHI,NOP,11/9/2022,NOP,35,50,1.0,0.0,0.47359999999999997,0.4784,0.3854,0.3734,0.858,0.6898,45.4,48.0,25.2,29.2,6.8,8.8,7.0,3.6,17.2,13.8,5.6,3.4
161,ORL,DAL,11/9/2022,ORL,49,29,0.0,4.0,0.507,0.4688,0.36219999999999997,0.317,0.8428000000000001,0.75,45.4,39.0,22.8,18.6,6.6,9.2,5.8,3.2,18.8,14.6,-5.2,1.8
162,SAC,CLE,11/9/2022,SAC,24,42,0.0,0.0,0.47539999999999993,0.47640000000000005,0.3848,0.38,0.7908,0.8099999999999999,40.6,47.4,26.0,27.0,5.4,5.4,3.4,6.0,15.4,15.0,2.0,10.0
163,CHA,POR,11/9/2022,POR,42,45,0.0,0.0,0.41500000000000004,0.4702,0.2974,0.41980000000000006,0.6648,0.778,44.2,42.0,24.8,27.2,9.0,6.4,7.6,4.2,16.4,18.2,-13.6,-1.2
164,OKC,MIL,11/9/2022,MIL,55,55,0.0,0.0,0.4566,0.4444,0.2694,0.33440000000000003,0.7166,0.7784,41.4,49.8,23.4,23.4,9.2,8.2,6.8,5.4,13.6,16.6,-4.2,7.0
165,SAS,MEM,11/9/2022,MEM,39,53,0.0,0.0,0.46040000000000003,0.45220000000000005,0.3754,0.358,0.6726,0.7168,39.8,50.6,27.6,24.6,7.6,6.6,4.6,5.0,19.0,14.4,-14.4,4.6
166,MIN,PHX,11/9/2022,PHX,38,36,0.0,0.0,0.46699999999999997,0.45920000000000005,0.3022,0.358,0.7862,0.8051999999999999,41.8,38.0,26.6,25.4,7.2,8.2,5.6,7.8,17.4,13.8,-6.4,6.0
167,BOS,DET,11/9/2022,BOS,43,48,1.0,1.0,0.47119999999999995,0.4276,0.37160000000000004,0.3358,0.8968,0.8620000000000001,43.4,43.4,27.0,19.4,4.8,7.2,5.8,4.8,14.0,16.8,7.8,-5.6
168,TOR,HOU,11/9/2022,TOR,50,49,0.0,0.0,0.4664,0.44960000000000006,0.35019999999999996,0.364,0.8160000000000001,0.7487999999999999,44.2,43.2,25.6,22.0,12.0,8.8,7.2,4.0,12.2,18.8,13.4,-6.0
169,BKN,NYK,11/9/2022,BKN,55,46,0.0,0.0,0.4822,0.4624,0.384,0.3448,0.877,0.792,40.0,46.8,26.0,24.2,8.8,7.2,7.6,5.0,14.4,17.2,8.4,-5.2
170,IND,DEN,11/9/2022,DEN,44,47,2.0,1.0,0.4732,0.513,0.413,0.453,0.8032,0.6788000000000001,43.8,48.0,29.0,28.8,7.0,6.8,5.2,4.2,17.2,16.2,4.2,9.6
171,WAS,DAL,11/10/2022,WAS,52,41,0.0,0.0,0.4718,0.46399999999999997,0.2662,0.3294,0.7851999999999999,0.7176,43.8,35.0,22.6,18.6,4.6,10.4,5.4,3.0,12.4,12.6,-7.4,1.6
172,ATL,PHI,11/10/2022,ATL,54,45,0.0,1.0,0.45280000000000004,0.4556,0.3294,0.4126,0.8064,0.7727999999999999,48.0,40.4,26.2,25.6,8.0,8.4,4.8,4.8,12.6,14.4,-0.2,2.4
173,NOP,POR,11/10/2022,POR,45,46,0.0,0.0,0.47940000000000005,0.4702,0.3216,0.4104,0.7203999999999999,0.7300000000000001,48.0,42.0,26.8,26.8,8.6,5.6,4.4,3.8,14.4,18.6,0.0,-2.0
174,MIA,CHA,11/10/2022,MIA,38,50,0.0,0.0,0.44699999999999995,0.3874,0.3478,0.2508,0.9103999999999999,0.6921999999999999,38.6,45.0,24.4,22.8,8.0,8.8,3.0,7.0,13.2,14.4,-0.2,-14.2
175,ORL,PHX,11/11/2022,ORL,50,38,1.0,0.0,0.5142,0.449,0.3626,0.3894,0.828,0.8486,45.8,38.0,22.8,25.8,6.4,8.4,6.0,6.8,20.2,13.6,-2.0,5.4
176,GSW,CLE,11/11/2022,GSW,44,46,1.0,0.0,0.47919999999999996,0.49119999999999997,0.372,0.3726,0.7958000000000001,0.8116,39.0,47.2,27.2,25.2,6.6,5.6,3.4,5.2,17.4,15.8,-5.6,6.0
177,NYK,DET,11/11/2022,NYK,47,43,0.0,0.0,0.429,0.4144,0.3266,0.2934,0.8228,0.8380000000000001,47.0,43.6,23.2,17.6,6.4,7.8,5.4,4.8,17.4,15.6,-8.0,-11.6
178,BOS,DEN,11/11/2022,BOS,46,38,2.0,1.0,0.4868,0.519,0.3604,0.44699999999999995,0.8592000000000001,0.734,42.6,45.8,27.4,30.6,5.0,8.4,5.6,4.8,13.8,18.2,7.4,7.0
179,OKC,TOR,11/11/2022,OKC,44,39,0.0,1.0,0.4478,0.4488,0.3094,0.336,0.7092,0.821,43.0,45.4,23.2,24.4,9.2,11.8,7.4,7.2,13.2,13.4,-6.2,8.8
180,SAS,MIL,11/11/2022,SAS,50,48,0.0,0.0,0.4726,0.4514,0.3602,0.3738,0.6597999999999999,0.7926,37.2,50.8,28.2,24.8,8.0,8.8,3.6,5.8,17.4,16.8,-16.6,7.4
181,LAL,SAC,11/11/2022,SAC,41,40,0.0,1.0,0.4688,0.47000000000000003,0.337,0.3816,0.7762,0.8173999999999999,43.0,36.8,23.4,26.6,6.0,7.6,5.0,3.0,15.6,13.0,-12.2,2.2
182,MEM,MIN,11/11/2022,MEM,46,33,0.0,0.0,0.4716,0.49139999999999995,0.39940000000000003,0.3412,0.761,0.8088,50.8,40.4,26.6,27.6,5.8,5.8,4.6,5.4,15.2,19.0,8.2,-7.0
183,DET,BOS,11/12/2022,BOS,50,42,0.0,3.0,0.4178,0.5162,0.2834,0.3932,0.8178000000000001,0.8166,43.6,41.4,18.2,28.2,7.2,4.6,5.4,4.8,16.2,12.4,-13.0,11.4
184,IND,TOR,11/12/2022,IND,51,43,0.0,0.0,0.46579999999999994,0.4276,0.3762,0.3246,0.7792,0.7777999999999999,44.4,43.2,28.6,22.2,8.0,11.2,4.8,6.8,18.0,14.4,1.6,-3.6
185,WAS,UTA,11/12/2022,WAS,46,42,1.0,1.0,0.4756,0.49240000000000006,0.2662,0.398,0.7827999999999999,0.865,46.0,43.6,23.2,26.8,4.0,6.8,5.6,4.2,12.6,14.8,-4.4,9.6
186,DAL,POR,11/12/2022,DAL,40,44,0.0,0.0,0.45120000000000005,0.47640000000000005,0.3432,0.4022,0.6914,0.7222000000000001,35.8,42.0,19.4,26.4,10.2,6.2,3.0,3.6,14.4,16.4,-1.8,1.2
187,NOP,HOU,11/12/2022,NOP,36,43,0.0,0.0,0.4708,0.4502,0.329,0.35059999999999997,0.736,0.7474000000000001,46.8,43.2,23.6,24.2,7.2,9.2,4.4,5.2,15.0,19.0,-1.6,-4.4
188,MIA,CHA,11/12/2022,MIA,46,37,1.0,0.0,0.44820000000000004,0.40700000000000003,0.32480000000000003,0.2788,0.9038,0.6996,39.4,45.6,25.0,23.0,8.4,7.2,2.6,5.0,13.6,15.2,2.0,-11.6
189,LAC,BKN,11/12/2022,BKN,46,41,2.0,1.0,0.5038,0.47119999999999995,0.37439999999999996,0.39299999999999996,0.7392000000000001,0.827,38.2,43.2,22.2,26.8,9.0,8.8,4.4,6.8,13.8,13.4,4.4,12.4
190,PHI,ATL,11/12/2022,PHI,31,43,0.0,1.0,0.434,0.4486,0.356,0.29979999999999996,0.7764,0.8204,41.2,51.4,23.0,24.4,8.8,9.4,4.6,4.4,14.0,12.6,-0.4,7.6
191,SAC,GSW,11/13/2022,SAC,45,43,1.0,2.0,0.4864,0.492,0.371,0.3938,0.8173999999999999,0.761,36.4,39.4,26.8,28.4,8.0,6.0,3.0,3.2,12.2,17.4,2.0,-1.8
192,CHI,DEN,11/13/2022,DEN,36,36,0.0,0.0,0.48719999999999997,0.525,0.3572,0.4548,0.8644000000000001,0.7496,43.6,43.8,25.8,31.0,6.2,8.4,7.8,3.4,18.2,17.6,3.0,5.4
193,CLE,MIN,11/13/2022,MIN,40,47,0.0,0.0,0.48760000000000003,0.5,0.3696,0.33140000000000003,0.7994,0.8150000000000001,46.2,38.6,25.4,28.6,5.6,6.8,5.0,5.4,16.2,18.4,4.8,-7.4
194,LAL,BKN,11/13/2022,LAL,45,41,0.0,1.0,0.47240000000000004,0.4704,0.3614,0.40940000000000004,0.756,0.8026,40.0,43.8,21.8,26.8,7.0,9.8,4.4,6.6,14.8,12.4,-14.0,17.2
195,NYK,OKC,11/13/2022,OKC,35,38,1.0,1.0,0.43620000000000003,0.4648,0.321,0.33399999999999996,0.859,0.7022,46.0,44.6,23.2,23.8,7.2,8.6,4.2,6.8,16.2,13.6,-3.6,-4.0
196,PHI,UTA,11/13/2022,PHI,39,50,1.0,0.0,0.4332,0.4932,0.3426,0.40140000000000003,0.7976,0.8754,40.0,44.0,22.6,27.8,8.0,6.4,5.0,4.6,13.6,13.8,0.6,8.4
197,WAS,MEM,11/13/2022,WAS,47,51,2.0,1.0,0.46020000000000005,0.48,0.3074,0.34900000000000003,0.7901999999999999,0.7388,46.6,50.8,23.2,26.0,4.4,6.0,5.4,4.2,12.8,15.0,-4.6,9.4
198,ORL,CHA,11/14/2022,CHA,48,37,2.0,0.0,0.5294000000000001,0.4324,0.3846,0.27759999999999996,0.8013999999999999,0.7133999999999999,46.0,44.8,23.4,23.6,5.4,5.8,4.8,4.2,18.2,14.0,3.0,-8.8
199,GSW,SAS,11/14/2022,GSW,40,53,0.0,1.0,0.49260000000000004,0.495,0.38839999999999997,0.3724,0.7956000000000001,0.6618,39.8,38.0,27.6,26.8,5.4,8.0,3.2,5.0,17.0,16.6,-1.8,-4.4
200,HOU,LAC,11/14/2022,LAC,40,44,0.0,0.0,0.4742,0.4862,0.36,0.3726,0.7552,0.7414,43.0,38.8,25.6,22.6,8.8,7.8,4.4,4.4,21.2,14.4,-6.6,-0.2
201,BOS,OKC,11/14/2022,BOS,46,51,3.0,1.0,0.5032,0.493,0.4102,0.4022,0.8274000000000001,0.7348,42.0,44.2,28.8,26.2,4.8,8.6,4.2,6.8,11.0,15.4,12.4,0.4
202,DET,TOR,11/14/2022,TOR,39,42,0.0,0.0,0.41739999999999994,0.4178,0.29660000000000003,0.2998,0.8026,0.7684,46.6,43.0,19.2,21.0,6.6,11.6,5.4,7.6,14.8,13.0,-9.8,-6.2
203,MIA,PHX,11/14/2022,MIA,42,45,2.0,0.0,0.4626,0.4368,0.3266,0.3724,0.8752000000000001,0.8718,40.8,38.8,25.0,24.0,8.4,8.0,3.0,6.0,13.0,13.6,4.0,0.2
204,MIL,ATL,11/14/2022,ATL,46,45,0.0,0.0,0.4234,0.45620000000000005,0.377,0.2792,0.7737999999999999,0.8408,50.0,49.8,24.4,22.8,6.8,8.0,5.8,4.0,17.0,14.6,-1.2,2.6
205,NOP,MEM,11/15/2022,NOP,43,51,1.0,0.0,0.46719999999999995,0.4572,0.3014,0.3244,0.7722,0.7232000000000001,46.6,49.0,24.4,23.4,7.8,6.2,4.2,3.4,14.2,14.6,-0.8,1.2
206,DAL,LAC,11/15/2022,DAL,34,40,1.0,0.0,0.4524,0.4824,0.3506,0.3552,0.7464000000000001,0.7516,36.4,38.8,20.6,22.4,10.0,7.8,2.6,4.2,14.2,14.6,-1.4,1.6
207,SAC,BKN,11/15/2022,SAC,43,29,2.0,0.0,0.49420000000000003,0.4492,0.3852,0.3612,0.7724,0.7574,37.6,42.4,27.2,24.8,8.8,9.2,2.8,6.2,13.0,13.2,4.0,6.2
208,POR,SAS,11/15/2022,POR,39,38,0.0,0.0,0.4652,0.4716,0.399,0.34500000000000003,0.7163999999999999,0.6874,42.4,41.6,24.4,25.8,6.2,7.8,3.4,5.8,15.2,17.8,-0.2,-10.4
209,UTA,NYK,11/15/2022,NYK,49,43,0.0,0.0,0.471,0.4426,0.3758,0.331,0.8084,0.8644000000000001,44.4,43.0,26.2,23.4,5.4,8.8,4.8,3.0,15.8,14.4,4.2,-6.0
210,WAS,OKC,11/16/2022,OKC,41,37,3.0,0.0,0.4718,0.5032,0.35540000000000005,0.40700000000000003,0.7314,0.7718,48.2,46.8,24.8,26.0,5.4,8.2,6.0,7.4,13.2,16.2,5.8,2.4
211,CHA,IND,11/16/2022,IND,44,34,0.0,1.0,0.45339999999999997,0.4806,0.251,0.3646,0.7492,0.7578,42.2,44.0,23.6,29.0,8.2,7.4,4.4,5.8,13.6,19.8,-6.6,2.6
212,ORL,MIN,11/16/2022,MIN,47,40,0.0,0.0,0.5036,0.5274,0.3758,0.3778,0.8231999999999999,0.8089999999999999,46.4,38.6,24.0,30.2,4.2,7.4,5.0,5.4,18.8,17.8,1.4,-3.8
213,ATL,BOS,11/16/2022,BOS,45,49,0.0,4.0,0.4606,0.4922000000000001,0.2992,0.3584,0.8462,0.7929999999999999,48.8,44.4,21.8,27.8,6.4,6.8,3.2,5.2,13.8,11.2,5.0,10.2
214,PHX,GSW,11/16/2022,PHX,47,40,0.0,1.0,0.44699999999999995,0.49640000000000006,0.3678,0.4022,0.7814,0.8497999999999999,40.0,40.8,23.2,28.4,8.2,6.2,6.0,3.2,13.0,16.8,0.4,5.8
215,DEN,NYK,11/16/2022,NYK,42,40,0.0,0.0,0.5378000000000001,0.43499999999999994,0.43479999999999996,0.3184,0.7366,0.8288,41.6,42.8,31.2,24.2,9.6,9.6,3.6,2.8,16.8,14.4,7.6,-1.6
216,DAL,HOU,11/16/2022,HOU,38,56,2.0,0.0,0.43879999999999997,0.4808,0.359,0.36219999999999997,0.7118,0.7253999999999999,37.0,41.0,20.0,26.2,10.0,9.2,2.2,4.0,12.8,20.2,-1.2,-8.2
217,NOP,CHI,11/16/2022,NOP,46,37,2.0,0.0,0.4748,0.49960000000000004,0.33540000000000003,0.3214,0.7794000000000001,0.8486,43.4,40.6,26.0,25.0,6.6,6.8,4.6,6.8,13.0,18.0,2.0,-5.2
218,MIL,CLE,11/16/2022,MIL,52,34,0.0,0.0,0.41,0.46880000000000005,0.329,0.385,0.8156000000000001,0.7752,49.0,44.8,22.8,23.8,6.2,5.8,6.0,2.6,17.8,14.4,-6.8,-1.0
219,TOR,MIA,11/16/2022,TOR,42,23,0.0,3.0,0.43,0.4554,0.305,0.3528,0.8112,0.882,41.0,40.0,20.8,24.2,10.8,8.6,7.2,2.8,14.6,13.8,-7.2,3.6
220,POR,BKN,11/17/2022,BKN,39,47,1.0,0.0,0.493,0.4694,0.3994,0.37320000000000003,0.7452,0.7574,42.2,40.0,24.4,25.2,6.4,8.6,2.6,4.8,15.0,14.4,5.2,-1.0
221,SAC,SAS,11/17/2022,SAC,37,32,3.0,0.0,0.5124,0.47759999999999997,0.40780000000000005,0.327,0.8096,0.7246,39.0,43.6,30.2,27.0,9.6,7.6,2.8,6.2,13.6,18.6,9.8,-6.8
222,LAC,DET,11/17/2022,LAC,51,43,0.0,0.0,0.48979999999999996,0.4338,0.3926,0.29100000000000004,0.7902,0.7734,40.4,47.6,22.6,20.6,7.2,6.2,4.2,4.6,16.0,14.8,2.8,-5.8
223,PHI,MIL,11/18/2022,PHI,41,42,2.0,1.0,0.4368,0.421,0.2718,0.3386,0.8192,0.7504,41.4,48.4,21.8,23.4,9.8,5.8,7.6,6.0,14.4,16.8,4.0,-6.6
224,NOP,BOS,11/18/2022,BOS,37,46,3.0,4.0,0.477,0.5086,0.356,0.385,0.8131999999999999,0.8230000000000001,44.0,45.2,25.6,28.4,6.0,6.6,5.0,5.6,14.0,11.2,6.2,14.6
225,MEM,OKC,11/18/2022,MEM,57,43,0.0,0.0,0.454,0.5314,0.31379999999999997,0.44960000000000006,0.6992,0.7732,49.2,45.0,22.6,26.2,5.8,7.2,4.6,6.6,14.6,17.2,-2.2,4.4
226,CHI,ORL,11/18/2022,ORL,46,41,0.0,0.0,0.4948,0.4854,0.3116,0.39239999999999997,0.8019999999999999,0.8096,40.6,46.2,25.8,22.8,5.6,3.8,6.0,5.2,17.0,18.4,-7.2,-1.6
227,HOU,IND,11/18/2022,IND,49,45,0.0,1.0,0.479,0.49379999999999996,0.369,0.38680000000000003,0.765,0.7864,45.6,43.2,25.0,29.8,7.4,7.4,7.8,6.6,20.2,17.8,-4.0,6.4
228,DAL,DEN,11/18/2022,DAL,44,36,0.0,0.0,0.41079999999999994,0.5038,0.3168,0.40499999999999997,0.7346,0.8066000000000001,36.4,40.6,20.6,27.4,10.4,8.2,2.0,4.6,9.6,16.2,-3.4,2.0
229,UTA,PHX,11/18/2022,UTA,36,42,0.0,1.0,0.46440000000000003,0.46399999999999997,0.366,0.39940000000000003,0.7826,0.7994,45.8,40.6,28.4,25.4,5.8,7.8,5.0,4.8,15.8,13.4,1.2,-1.4
230,GSW,NYK,11/18/2022,GSW,51,45,0.0,0.0,0.4892,0.4354,0.413,0.2862,0.8657999999999999,0.7996000000000001,43.0,42.2,29.8,23.8,5.8,9.4,3.6,3.4,15.6,12.2,5.4,-3.6
231,LAL,DET,11/18/2022,LAL,44,37,1.0,0.0,0.4728,0.425,0.35819999999999996,0.2752,0.7474000000000001,0.7802,41.0,44.6,22.4,19.6,6.4,6.8,3.6,4.2,14.4,14.2,-8.6,-8.6
232,WAS,MIA,11/18/2022,WAS,54,53,0.0,0.0,0.4888,0.4878,0.4164,0.3706,0.7678,0.8548,46.6,36.2,26.2,24.6,6.0,7.6,6.0,3.2,15.0,14.6,6.8,2.4
233,CLE,CHA,11/18/2022,CLE,50,53,0.0,0.0,0.4666,0.46159999999999995,0.4208,0.2926,0.7622,0.7782,42.0,42.0,24.4,24.0,5.8,8.2,2.8,3.8,13.2,15.0,-6.8,-7.4
234,IND,ORL,11/19/2022,IND,42,41,1.0,0.0,0.4816,0.4744,0.38380000000000003,0.3822,0.8116,0.8301999999999999,43.8,47.0,29.2,22.4,7.6,3.2,7.6,5.8,17.0,17.6,7.6,0.0
235,ATL,TOR,11/19/2022,ATL,50,51,0.0,1.0,0.4508,0.4476,0.2672,0.29460000000000003,0.8352,0.8204,48.2,43.2,21.4,20.6,5.2,9.8,3.6,6.4,13.2,14.4,-3.8,-2.8
